horse_name,program,pp,race,dt_s,dt_wp,dt_pp,dt_sp,dt_ip,dt_rp,dh_s,dh_wp,dh_pp,dh_sp,dh_ip,dh_rp,th_s,th_wp,th_pp,th_sp,th_ip,th_rp,sc_avgcr,sc_avgsr,sc_hisr,pc_sty_q1,pc_sty_q2,pc_sty_q3,pc_sty_fn,pc_sty_r,pc_fig_q1,pc_fig_q2,pc_fig_q3,pc_fig_q4,pc_fig_cp,pc_fig_r,tr_hs_brk,tr_hs_pkal,tr_hs_pkq1,tr_hs_pkq2,tr_hs_pkq3,cpr_speed,cpr_class,cpr_pace,cpr_eps,cpr_prepow,cpr_drvhrs,cpr_winst,cpr_off,cpr_fitnes,cpr_drv_wp,cpr_pp_rp,cpr_drv_rp,cpr_drp_rp,cpr_break,cpr_pace_l,cpr_trn_wp,cpr_trn_rp,rca91_al_s,rca91_al_1,rca91_al_2,rca91_al_3,rca91_of_s,rca91_of_1,rca91_of_2,rca91_of_3,rcaty_s,rcaty_1,rcaty_2,rcaty_3,rcaly_s,rcaly_1,rcaly_2,rcaly_3,rct91_al_s,rct91_al_1,rct91_al_2,rct91_al_3,rct91_of_s,rct91_of_1,rct91_of_2,rct91_of_3,rctty_s,rctty_1,rctty_2,rctty_3,rctly_s,rctly_1,rctly_2,rctly_3,era91al_s,era91al_wp,era91al_pp,era91al_sp,era91al_ip,era91al_rp,era91al_pd,era91al_sd,era91of_s,era91of_wp,era91of_pp,era91of_sp,era91of_ip,era91of_rp,era91of_pd,era91of_sd,eratyal_s,eratyal_wp,eratyal_pp,eratyal_sp,eratyal_ip,eratyal_rp,eratyal_pd,eratyal_sd,eralyal_s,eralyal_wp,eralyal_pp,eralyal_sp,eralyal_ip,eralyal_rp,eralyal_pd,eralyal_sd,era06al_s,era06al_wp,era06al_pp,era06al_sp,era06al_ip,era06al_rp,era06al_pd,era_apv,ert91al_s,ert91al_wp,ert91al_pp,ert91al_sp,ert91al_ip,ert91al_rp,ert91al_pd,ert91al_sd,ert91of_s,ert91of_wp,ert91of_pp,ert91of_sp,ert91of_ip,ert91of_rp,ert91of_pd,ert91of_sd,erttyal_s,erttyal_wp,erttyal_pp,erttyal_sp,erttyal_ip,erttyal_rp,erttyal_pd,erttyal_sd,ertlyal_s,ertlyal_wp,ertlyal_pp,ertlyal_sp,ertlyal_ip,ertlyal_rp,ertlyal_pd,ertlyal_sd,ert06al_s,ert06al_wp,ert06al_pp,ert06al_sp,ert06al_ip,ert06al_rp,ert06al_pd,btty_time,btty_trk,btty_size,btty_age,btty_race,btly_time,btly_trk,btly_size,btly_age,btly_race,bt91_time,bt91_trk,bt91_size,bt91_age,bt91_race,bttt_time,bttt_trk,bttt_size,bttt_age,bttt_race,cl_date,cl_recent,cl_clmpric,cl_clmfrom,cl_1offclw,cl_1offcls,cl_2offclw,cl_2offcls,cl_14_lo_w,cl_14_lo_s,cl_31_lo_w,cl_31_lo_s,me_lasixto,me_buteto,me_hopfree,morn_odds,power_symb,saddleclth,age,sex,color,power,breed_name,breed_locn,owner_name,owner_locn,claimprice,rank_power,rank_speed,rank_class,rank_pace,mudmark,daysago,era91na_pd,lastxraces,eralxal_pd,regno,btty_tmc,btly_tmc,bt91_tmc,bttt_tmc,horseratin,trainer,driver,sire,dam,ppdata,CPR_Composite,CPR_Color,CPR_Rank,CPR_Prob,Fair_Prob,Fair_Odds_Dec,Fair_Odds_Frac,ML_Prob,Overlay_Diff,Value_Flag,CPR_Delta,Tier,Chaos_Index,Chaos_Label
LAURIE LEE,5,5,6,9,11,22,0,33,0,0,0,0,0,0,-999,31,23,10,10,43,1,83,83,85,3.8,3.7,3.6,3.1,10,87,81,76,89,83,5,0,3,2,3,6,83.0,83.0,81.4,91.7,80.0,40.2,81.4,89.8,41.6,78.4,58.2,68.8,78.5,80.5,89.0,78.4,78.5,169,40,26,19,19,6,4,3,28,7,2,3,34,8,5,4,31,5,2,4,3,2,0,0,3,0,0,0,4,0,0,2,169,24,15,11,50,-32,472664,2797,19,32,21,16,69,16,65706,3458,28,25,7,11,43,11,65710,2347,34,24,15,12,50,-54,71180,2094,6,50,0,17,67,152,20830,1.3,31,16,6,13,35,-33,51365,1657,3,67,0,0,67,130,13000,4333,3,0,0,0,0,-100,1680,560,4,0,0,50,50,-100,2935,734,6,0,0,33,33,-100,3990,1:51.2,PCD,5/8,8,,1:51.4,PCD,5/8,7,,1:51.0,M,1,5,,1:51.0,M,1.0,5,,0,,0.0,,0,0,0,0,1,4,0,0,L,,,6/1,,Black,8,m,b,78.1,"Jay C Sears,FL",FL,"June M Hamerla,Brunswick,GA",,0,8,5,4,3,H,62,472664,5,20830,5R5801,111.2,111.4,111.0,111.0,83.06,,,,,,71.2,🟠,3,0.1013,0.1013,9.87,8.87/1,0.14285714285714285,-0.042,,2.7,A,2.02,Low
I'M A BELIEVER,6,6,6,0,0,0,0,0,-999,0,0,0,0,0,-999,32,13,13,3,29,-34,81,81,82,4.3,4.0,4.5,4.1,10,84,88,79,72,80,5,0,2,2,2,3,81.0,81.0,80.8,92.3,80.0,40.2,65.4,75.6,76.5,61.6,75.7,58.2,4.7,80.5,72.0,68.7,49.2,73,7,17,8,7,0,2,2,32,4,4,1,25,2,5,7,6,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,73,10,23,11,44,-40,213963,2931,7,0,29,29,58,-100,13906,1987,32,13,13,3,28,-34,54240,1695,25,8,20,28,56,-14,71064,2843,6,17,17,0,34,-64,7650,1.2,6,0,33,0,33,-100,10010,1668,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,2,0,50,0,50,-100,3685,1843,6,0,33,0,33,-100,10010,1:54.2,YR,1/2,4,,1:53.6,TGDN,5/8,3,,1:53.6,TGDN,5/8,3,,2:03.4,M,1.0,2,Q,0,,0.0,,0,0,0,0,0,4,0,0,L,,,15/1,,Yellow,4,m,br,78.4,"Southwind Farms LLC,NJ",NJ,"Robert H Hirsch,New City,NY",,0,7,8,7,8,S,6,213963,5,7650,3W2459,114.2,113.6,113.6,123.4,80.32,,,,,,66.0,🔴,10,0.0939,0.0939,10.65,9.65/1,0.0625,0.031,VALUE,7.9,B,2.02,Low
HERS HUNGRY,7,7,6,11,18,27,0,45,-33,6,17,33,0,50,-67,17,18,18,29,65,-43,84,84,86,5.5,5.4,5.8,4.0,10,84,89,76,87,84,5,0,16,9,12,29,84.0,84.0,79.5,94.1,80.0,88.6,82.6,83.4,57.7,68.7,51.5,65.7,36.6,80.5,87.0,68.7,60.4,50,13,10,6,5,0,2,0,17,3,3,5,20,7,4,1,20,4,6,2,3,0,1,0,9,0,2,2,10,4,3,0,50,26,20,12,58,56,165837,3317,5,0,40,0,40,-100,5287,1057,17,18,18,29,65,-43,33120,1948,20,35,20,5,60,200,110772,5539,6,17,0,17,34,2,8165,0.9,20,20,30,10,60,104,46998,2350,3,0,33,0,33,-100,3487,1162,9,0,22,22,44,-100,13700,1522,10,40,30,0,70,307,31173,3117,6,0,33,0,33,-100,9425,1:51.6,PHL,5/8,5,,1:49.0,LEX,1,4,,1:49.0,LEX,1,4,,1:50.2,M,1.0,4,,0,,0.0,,0,0,0,0,1,4,0,2,L,,,7/2,,Pink,5,m,b,79.2,"All Four Won,KY",KY,"Jeffrey T Dauplaise,West Orange,NJ;Aimee L Scheid,West Orange,NJ",,0,4,1,2,1,S,14,165837,5,7025,1V6240,111.6,109.0,109.0,110.2,84.46,,,,,,71.2,🟠,3,0.1013,0.1013,9.87,8.87/1,0.2222222222222222,-0.121,,2.7,A,2.02,Low
MYBITCOIN,8,8,6,760,12,13,17,42,-34,13,15,8,23,46,-27,15,13,13,27,53,-37,84,84,87,6.2,5.9,5.6,3.9,10,81,81,79,96,84,5,0,4,0,2,11,84.0,84.0,79.2,87.5,80.0,70.2,79.2,88.6,74.4,65.4,70.8,48.1,0.0,80.5,96.0,67.1,63.6,48,10,14,10,2,0,1,1,22,4,3,4,19,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,21,29,21,71,-37,99158,2066,2,0,50,50,100,-100,2863,1432,22,18,14,18,50,-35,39956,1816,19,32,32,26,89,-17,51564,2714,6,17,0,33,50,-39,9580,1.4,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:53.6,RIDC,5/8,4,,1:52.6,YR,1/2,3,,1:52.6,YR,1/2,3,,,,,0,,0,,0.0,,0,0,0,0,0,3,0,0,,,,8/1,,Gray,4,m,b,81.4,"J L Benson Stables Inc,FL",NJ,"Clement C. L Lauzon Authier,Mirabel,QC, CA",,0,1,1,2,1,U,6,99158,5,7300,6W7451,113.6,112.6,112.6,999.0,84.03,,,,,,71.7,🟠,2,0.102,0.102,9.8,8.8/1,0.1111111111111111,-0.009,,2.2,A,2.02,Low
TR'SSHINING STAR,9,9,6,34,12,0,12,24,9,15,13,0,27,40,40,15,13,0,27,40,40,81,78,82,5.6,6.1,6.6,5.6,10,75,74,79,82,77,5,0,11,3,7,23,78.0,81.0,79.0,82.2,80.0,59.1,84.5,40.2,74.4,67.1,82.1,96.1,0.0,80.5,82.0,68.7,98.5,27,8,2,4,3,0,0,0,15,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,30,7,15,52,3,38195,1415,3,0,0,0,0,-100,4180,1393,15,13,0,27,40,40,19595,1306,0,0,0,0,0,-999,0,0,6,17,0,17,34,117,9465,1.1,1,0,0,0,0,-100,315,315,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,315,315,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,315,1:53.2,HOP,7/8,5,,,,,0,,1:53.2,HOP,7/8,5,,,,,0,,0,,0.0,,0,0,0,0,0,2,0,0,L,,,20/1,,Purple,5,m,b,79.8,"Crawford Farms LLC,NY",NY,"Travis T Robinson,Muskegon,MI",,0,3,9,7,10,US,6,38195,5,9465,2V1512,113.2,999.0,113.2,999.0,77.7,,,,,,70.2,🟠,7,0.0999,0.0999,10.01,9/1,0.047619047619047616,0.052,VALUE,3.7,B,2.02,Low
BRI EXPRESS N,10,10,6,9,0,0,11,11,-100,0,0,0,0,0,-999,1,0,0,0,0,-100,85,84,86,7.5,7.0,6.7,5.8,10,76,86,81,91,83,5,0,10,6,13,13,84.0,85.0,78.0,85.5,80.0,40.2,75.4,88.6,49.1,59.5,59.3,87.3,120.0,80.5,91.0,79.2,67.8,63,11,11,11,10,1,4,0,24,2,5,3,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,17,17,17,52,16,113347,1799,10,10,40,0,50,-88,23685,2369,24,8,21,13,42,71,42305,1763,8,13,13,13,38,-74,8720,1090,6,17,0,17,34,65,11810,1.0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:52.0,MVR,5/8,7,,1:51.8,PHL,5/8,6,,1:51.8,PHL,5/8,6,,,,,0,,0,,0.0,,0,0,0,0,2,6,0,0,L,,,10/1,L,Blue-Red,7,m,b,76.3,"K R Farrier & Mrs S D Farrier,NZ",NZL,"Curtin Anz Stables,Coral Springs,FL",,0,10,1,1,3,H,6,101269,5,11170,1SB283,112.0,111.8,111.8,999.0,82.61,,,,,,70.9,🟠,5,0.1009,0.1009,9.91,8.91/1,0.09090909090909091,0.01,,3.0,A,2.02,Low
GILLYS DE VIE,1,1,7,76,3,8,13,24,-52,0,0,0,0,0,-999,0,0,0,0,0,-999,77,79,83,2.8,2.9,3.2,2.8,10,67,83,77,89,78,5,0,9,0,0,29,79.0,77.0,81.1,86.7,80.0,40.2,67.1,67.1,57.7,49.9,81.2,86.5,120.0,80.0,89.0,49.9,37.7,38,4,6,5,5,0,1,1,12,2,3,1,22,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38,11,16,13,39,-65,74370,1957,5,0,20,20,40,-100,4560,912,12,17,25,8,50,-44,37910,3159,22,9,14,14,36,-70,33210,1510,6,0,33,17,50,-100,12460,1.7,1,0,0,0,0,-100,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,0,0,1,0,0,0,0,-100,0,1:58.4,YR,1/2,4,,1:56.2,PCD,5/8,3,,1:56.2,PCD,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,1,3,0,1,L,,,15/1,,Red,4,g,b,75.3,"Joie De Vie Farm LLC,NJ",NJ,"Beauty Bridle Rac Stb Inc,South Amboy,NJ",,0,8,8,10,9,U,8,74370,5,7710,0W9609,118.4,116.2,116.2,999.0,79.2,,,,,,65.3,🔴,8,0.0959,0.0959,10.43,9.43/1,0.0625,0.033,VALUE,7.3,B,2.93,Low
BEAUEASTEL,2,2,7,4,0,0,25,25,-100,1,0,0,0,0,-100,2,0,0,0,0,-100,87,86,88,1.6,1.7,1.8,3.5,10,97,72,82,92,86,5,13,4,2,7,5,86.0,87.0,82.4,99.0,80.0,40.2,84.9,88.6,49.1,61.6,88.9,58.2,53.7,71.3,92.0,70.2,52.6,42,13,6,3,4,2,0,0,21,2,4,3,13,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,31,14,7,52,-37,197785,4709,4,50,0,0,50,-19,55125,13781,21,10,19,14,43,-82,34060,1622,13,46,15,0,62,14,108500,8346,6,0,17,0,17,-100,5130,1.2,1,0,0,0,0,-100,630,630,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,630,630,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,630,1:53.8,SCD,5/8,4,,1:54.6,MVR,5/8,3,,1:53.8,SCD,5/8,4,,,,,0,,0,,0.0,,0,0,0,0,1,7,0,0,L,,H,4/1,L,Blue,4,g,b,84.8,"M T Pockets Stables,FL",KY,"Go For Glory Stable LLC,Metuchen,NJ;Harmon Racing Stable LLC,Milford,PA",,0,1,1,1,1,,7,197785,5,5130,9WA623,113.8,114.6,113.8,999.0,85.18,,,,,,69.9,🔴,3,0.1027,0.1027,9.74,8.74/1,0.2,-0.097,,2.7,A,2.93,Low
KINGPIN HANOVER,3,3,7,16,13,6,19,38,-55,7,29,0,14,43,1,27,19,11,11,41,-28,82,81,84,4.4,4.5,4.1,4.0,10,79,74,86,86,81,5,20,12,4,11,22,81.0,82.0,79.7,85.1,80.0,75.6,76.4,82.2,67.2,73.0,60.4,61.5,35.4,66.9,86.0,63.5,23.4,89,16,11,11,13,2,3,4,26,5,3,3,29,6,3,4,9,1,1,0,2,0,0,0,1,0,0,0,4,1,0,0,89,18,12,12,43,-44,155379,1746,13,15,23,31,69,-85,31425,2417,26,19,12,12,42,-26,38860,1495,29,21,10,14,45,-43,41665,1437,6,17,0,0,17,-40,3720,1.0,9,11,11,0,22,-54,11950,1328,2,0,0,0,0,-100,1000,500,1,0,0,0,0,-100,570,570,4,25,0,0,25,-9,4980,1245,6,17,0,0,17,-39,5950,1:56.2,TGDN,5/8,5,,1:55.8,TGDN,5/8,4,,1:55.0,PHL,5/8,3,Q,1:56.0,M,1.0,4,,0,,0.0,,0,0,0,0,0,2,1,4,L,,,10/1,,White,5,g,b,78.1,"Hanover Shoe Farms Inc,PA",PA,"Super Mile LLC,Blasdell,NY",,0,5,3,5,3,,7,155379,5,3720,1VA530,116.2,115.8,115.0,116.0,81.5,,,,,,67.3,🔴,7,0.0989,0.0989,10.11,9.11/1,0.09090909090909091,0.008,,5.3,B,2.93,Low
BEACON BEACH,4,4,7,2,50,0,0,50,750,0,0,0,0,0,-999,12,17,8,8,33,39,83,81,84,3.6,3.7,3.6,3.7,10,78,75,88,82,80,5,0,11,0,15,20,81.0,83.0,80.4,86.8,80.0,40.2,74.2,73.0,69.4,67.1,48.1,90.6,0.0,80.0,82.0,74.2,59.3,80,13,9,9,8,1,1,2,17,4,2,2,39,5,4,3,5,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0,80,16,11,11,39,15,157119,1964,8,13,13,25,51,-66,19045,2381,17,24,12,12,47,162,47400,2788,39,13,10,8,31,-27,61046,1565,6,17,17,0,34,58,7310,1.3,5,20,20,0,40,252,8170,1634,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,5,20,20,0,40,252,8170,1634,5,20,20,0,40,252,8170,1:56.0,YR,1/2,5,,1:53.2,M,1,4,,1:53.2,M,1,4,,1:53.2,M,1.0,4,,0,,0.0,,0,0,0,0,0,6,1,3,L,,,5/1,,Green,5,g,br,75.9,"Steve R Troyer,PA",PA,"El Dorado Stables,Ft Myers,FL",,0,7,3,2,5,,10,157119,5,6895,4VP234,116.0,113.2,113.2,113.2,79.61,,,,,,69.3,🔴,5,0.1018,0.1018,9.82,8.82/1,0.16666666666666666,-0.065,,3.3,B,2.93,Low
COVER BAND,5,5,7,62,19,19,15,53,-55,5,0,40,0,40,-100,6,0,33,0,33,-100,80,81,82,4.3,3.9,3.3,2.1,10,82,74,80,88,81,5,26,7,3,11,8,81.0,80.0,80.2,89.6,80.0,83.4,71.6,99.8,61.8,68.7,58.2,65.7,19.3,63.3,88.0,79.2,75.7,22,3,10,2,1,0,1,0,19,2,9,1,3,1,1,1,5,0,2,0,1,0,1,0,5,0,2,0,0,0,0,0,22,14,45,9,68,-82,52873,2403,1,0,100,0,100,-100,3125,3125,19,11,47,5,63,-86,42031,2212,3,33,33,33,100,-56,10842,3614,6,0,33,0,33,-100,6170,1.2,5,0,40,0,40,-100,6170,1234,1,0,100,0,100,-100,3125,3125,5,0,40,0,40,-100,6170,1234,0,0,0,0,0,-999,0,0,5,0,40,0,40,-100,6170,1:54.8,WBSB,7/8,3,,1:57.2,WBSB,7/8,2,,1:54.8,WBSB,7/8,3,,,,,0,,0,,0.0,,0,0,0,0,0,1,0,1,,,H,8/1,,Black,3,g,b,78.5,"Red Well Stables LLC,PA",PA,"Pollack Racing LLC,Venetia,PA",,0,4,3,7,3,,7,52871,5,6170,3XE915,114.8,117.2,114.8,999.0,81.41,,,,,,71.1,🟠,2,0.1045,0.1045,9.57,8.57/1,0.1111111111111111,-0.007,,1.5,A,2.93,Low
ROCK MY UNIVERSE,6,6,7,0,0,0,0,0,-999,0,0,0,0,0,-999,1,0,0,0,0,-100,83,79,84,6.3,5.8,4.9,3.9,10,78,83,82,74,79,5,6,7,2,8,12,79.0,83.0,78.4,87.4,80.0,40.2,68.7,88.6,57.7,68.7,75.7,76.7,109.5,75.9,74.0,83.2,94.6,52,6,8,6,6,1,2,1,23,5,3,1,20,0,4,3,10,4,2,1,1,0,1,0,8,4,1,1,2,0,1,0,52,12,15,12,38,-12,106921,2056,6,17,33,17,67,55,16070,2678,23,22,13,4,39,57,68345,2972,20,0,20,15,35,-100,28126,1406,6,17,17,0,34,-56,12015,2.1,10,40,20,10,70,236,50945,5095,1,0,100,0,100,-100,4400,4400,8,50,13,13,76,320,45945,5743,2,0,50,0,50,-100,5000,2500,6,50,17,17,84,192,36567,1:53.2,M,1,4,,,,,0,,1:53.2,M,1,4,,1:53.2,M,1.0,4,,0,,0.0,,0,0,0,0,2,8,0,2,,,H,9/2,,Yellow,4,g,b,77.2,"Kentuckiana Farms LLC,KY",KY,"A P Racing,West Chester,PA",,0,6,8,2,8,S,7,106921,5,12015,5WB462,113.2,999.0,113.2,113.2,78.34,,,,,,69.4,🔴,4,0.102,0.102,9.8,8.8/1,0.18181818181818182,-0.08,,3.2,B,2.93,Low
DOVER GLIDE,7,7,7,50,4,32,10,46,-91,23,0,39,17,56,-100,23,0,39,17,56,-100,79,80,84,8.6,8.2,7.3,4.4,10,67,85,84,85,80,5,6,12,2,13,22,80.0,79.0,76.0,79.5,80.0,82.8,76.4,76.4,74.4,52.5,51.5,5.3,0.0,75.9,85.0,52.5,2.6,99,18,14,17,10,2,1,3,22,0,9,3,32,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,18,14,17,49,-47,114775,1159,10,20,10,30,60,9,11821,1182,22,0,41,14,55,-100,21745,988,32,16,3,28,47,-33,37069,1158,6,0,33,17,50,-100,3285,0.8,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,2:00.4,VD,7/8,5,Q,1:55.8,MEA,5/8,4,,1:55.4,MEA,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,0,0,0,3,L,,H,20/1,,Pink,5,g,br,73.4,"Martz Creek Farm,IN",IN,"Daniel Harvey,Pompano Beach,FL",,0,9,7,8,5,U,8,114775,5,3285,4V4785,120.4,115.8,115.4,999.0,81.23,,,,,,62.8,🔴,10,0.0923,0.0923,10.83,9.83/1,0.047619047619047616,0.045,VALUE,9.8,C,2.93,Low
THE PRINCE,8,8,7,1,0,0,0,0,-100,1,0,0,0,0,-100,9,22,0,11,33,-14,82,81,88,7.4,7.1,5.8,5.0,10,74,86,85,80,80,5,0,7,0,10,13,81.0,82.0,77.3,92.0,80.0,40.2,82.1,79.5,65.7,57.3,70.8,56.0,0.0,80.0,80.0,73.0,80.4,80,20,11,7,6,1,1,0,32,7,4,3,5,1,0,0,6,2,0,0,1,0,0,0,3,1,0,0,3,1,0,0,80,25,14,9,48,-33,229205,2865,6,17,17,0,34,-36,13785,2298,32,22,13,9,44,-21,86840,2714,5,20,0,0,20,-37,4810,962,6,17,0,0,17,7,4900,1.3,6,33,0,0,33,50,10580,1763,1,0,0,0,0,-100,330,330,3,33,0,0,33,97,5770,1923,3,33,0,0,33,3,4810,1603,6,33,0,0,33,50,10580,1:54.6,M,1,7,,1:54.6,M,1,6,,1:53.8,WBSB,7/8,3,,1:54.6,M,1.0,6,,20250313,,60.0,"Burke,Ronald",0,1,0,1,1,8,0,0,L,,H,10/1,,Gray,7,g,b,79.0,"Daniel Malette & Maurice Lemieux,QC, CA",QC,"Caldwell Mamie Racing LLC,Bellaire,OH",,0,3,3,5,5,,9,229204,5,4900,1SM248,114.6,114.6,113.8,114.6,82.15,,,,,,68.5,🔴,6,0.1006,0.1006,9.94,8.94/1,0.09090909090909091,0.01,,4.1,B,2.93,Low
INFERNO DK,9,9,7,1,0,0,0,0,-100,1,0,0,0,0,-100,16,31,19,0,50,194,83,83,87,6.1,5.7,5.6,3.9,10,74,89,84,86,83,5,20,0,0,0,2,83.0,83.0,78.3,83.7,80.0,40.2,79.2,99.8,53.5,78.4,82.1,68.8,117.7,66.9,86.0,77.4,120.0,47,10,8,4,1,1,0,0,24,7,4,2,14,3,2,1,3,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,47,21,17,9,47,194,74035,1575,1,100,0,0,100,3020,6000,6000,24,29,17,8,54,194,61057,2544,14,21,14,7,43,-999,8243,589,6,0,17,0,17,-100,5405,1.3,3,0,33,0,33,-100,3715,1238,0,0,0,0,0,-999,0,0,3,0,33,0,33,-100,3715,1238,0,0,0,0,0,-999,0,0,3,0,33,0,33,-100,3715,1:54.0,PHL,5/8,5,,,,,0,,1:54.0,PHL,5/8,5,,,,,0,,0,,0.0,,0,0,0,0,3,8,1,2,,,,3/1,,Purple,5,g,br,80.5,"John Sondergaard,DE",DEN,"Yinson O Quezada,Chesterfield,NJ",,0,2,2,2,2,,14,61056,5,4755,8VC986,114.0,999.0,114.0,999.0,83.94,,,,,,72.6,🟠,1,0.1067,0.1067,9.37,8.37/1,0.25,-0.143,,0.0,A,2.93,Low
DOMINION DAY,10,10,7,0,0,0,0,0,-999,0,0,0,0,0,-999,2,0,0,50,50,-100,79,78,84,9.1,8.7,7.3,5.8,10,80,86,78,69,77,5,0,6,1,3,15,78.0,79.0,75.7,82.9,80.0,40.2,71.6,40.2,59.4,59.5,59.3,87.3,120.0,80.0,69.0,63.5,72.8,56,8,6,8,7,0,0,0,31,2,2,6,21,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14,11,14,39,1,83242,1486,7,0,0,0,0,-100,4982,712,31,6,6,19,32,-34,30815,994,21,24,19,5,48,44,40591,1933,6,0,0,33,33,-100,5245,1.0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:56.0,TGDN,5/8,4,,1:54.4,PCD,5/8,3,,1:54.4,PCD,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,0,0,0,2,L,,H,10/1,,Blue-Red,4,g,b,71.8,"Hanover Shoe Farms Inc,PA",PA,"Jaypaul R Hoover,Ephrata,PA",,0,10,10,8,10,US,9,83242,5,4365,4W0550,116.0,114.4,114.4,999.0,77.96,,,,,,64.4,🔴,9,0.0946,0.0946,10.57,9.57/1,0.09090909090909091,0.004,,8.2,C,2.93,Low
GINGERTREE CARILIN,1,1,8,0,0,0,0,0,-999,0,0,0,0,0,-999,9,11,0,33,44,-78,78,79,81,3.7,3.6,4.2,3.8,8,89,76,75,74,78,4,6,13,11,0,28,79.0,78.0,75.2,87.0,80.0,40.2,78.4,67.1,65.7,59.5,81.2,87.3,95.3,65.0,74.0,80.0,66.8,45,9,7,9,5,0,1,2,9,1,0,3,24,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20,16,20,56,-50,89955,1999,5,0,20,40,60,-100,8885,1777,9,11,0,33,44,-78,11730,1303,24,29,21,17,67,-22,55704,2321,6,17,0,17,34,-67,6130,1.6,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:54.2,PHL,5/8,4,,1:51.8,PHL,5/8,3,,1:51.8,PHL,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,0,1,0,2,,,,8/1,,Red,4,m,br,77.9,"Hanover Shoe Farms Inc,PA",PA,"David Linker,Delray Beach,FL;Brian N Loman,Champaign,IL;Robert H Venable,Noblesville,IN",,0,3,1,4,1,,13,89955,5,6130,2W8318,114.2,111.8,111.8,999.0,76.24,,,,,,66.3,🔴,7,0.0999,0.0999,10.01,9/1,0.1111111111111111,-0.011,,1.5,A,1.36,Low
TENNIS QUEEN,2,2,8,29,10,24,10,44,109,1,0,100,0,100,-100,14,14,14,7,35,-50,75,77,81,4.5,4.2,3.6,4.5,10,69,75,85,82,77,5,13,15,0,28,19,77.0,75.0,75.0,88.7,80.0,99.8,73.0,40.2,69.4,78.4,88.9,68.8,100.1,50.8,82.0,75.4,70.9,20,3,3,1,1,0,0,0,16,3,2,1,4,0,1,0,3,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,20,15,15,5,35,-54,45214,2261,1,0,0,0,0,-100,0,0,16,19,13,6,38,-43,42294,2643,4,0,25,0,25,-100,2920,730,6,17,17,17,51,-4,9094,2.5,3,33,33,0,66,90,8242,2747,0,0,0,0,0,-999,0,0,3,33,33,0,66,90,8242,2747,0,0,0,0,0,-999,0,0,3,33,33,0,66,90,8242,1:51.4,M,1,3,,1:57.4,VD,7/8,2,Q,1:51.4,M,1,3,,1:51.4,M,1.0,3,,0,,0.0,,0,0,0,0,1,2,0,2,1L,,,5/2,,Blue,3,f,b,81.4,"Winbak Farm,MD",MD,"Paul V Kautz,Franklin Lakes,NJ",,0,1,6,9,5,S,6,45214,5,9094,6XF981,111.4,117.4,111.4,111.4,79.47,,,,,,66.8,🔴,5,0.1007,0.1007,9.93,8.93/1,0.2857142857142857,-0.185,,1.0,A,1.36,Low
